Name,Latitude,Longitude
FR08714,42.696,2.9
SI0008R,45.561,14.858
ES1779A,42.439,-2.245
BETN073,50.503,4.988
DEUB030,53.141,13.032
ES1766A,28.145,-16.524
IS0006A,64.139,-21.873
LT00044,54.884,23.836
IT0989A,42.572,12.962
CY0002R,35.038,33.058
DESH008,54.093,10.241
GB1022A,50.411,-4.228
GB0921A,51.638,-2.679
ES1952A,28.111,-15.521
GB0906A,51.584,-3.771
GB1025A,51.425,-0.346
FR34057,46.943,2.003
FR04066,48.364,2.237
ES1636A,41.656,-4.734
NO0084A,59.21,10.945
GB1029A,51.075,-4.042
FR26012,47.275,4.099
ES2054A,43.57,-5.958
IT2114A,43.368,12.547
FI00576,60.19,24.916
NL00444,52.298,4.51
ES1884A,39.634,-0.266
ES2053A,28.09,-17.118
NO0099A,59.906,10.612
BETN067,50.612,5.993
DENI031,53.596,8.091
ES1977A,27.898,-15.488
IT2010A,40.831,8.405
GB0958A,53.389,-2.615
GB0735A,56.01,-3.704
AT4S125,47.716,13.632
FR12045,43.095,-0.052
ES1920A,28.337,-16.4
MT00007,36.067,14.197
FR41017,42.671,9.435
ES2018A,39.782,-0.359
HR0013A,44.899,15.61
FR04328,48.355,2.645
GB0777A,53.346,-2.844
AT4S108,48.531,14.575
IT2089A,38.918,16.579
NL00538,52.805,5.051
ES1761A,28.08,-16.56
ES1499A,43.048,-2.191
FR19008,47.832,-1.836
BETN093,50.274,5.235
ES1746A,42.341,-2.232
FR33302,46.072,5.821
DEBY072,49.438,12.549
NO0073A,59.923,10.766
ES0873A,28.035,-15.416
ES2020A,28.457,-16.272
DEBY109,47.969,11.22
GB0617A,51.456,0.635
BETN132,49.719,5.63
DEST098,51.662,11.043
ES1744A,27.869,-15.387
GB0036R,51.571,-1.325
DERP028,50.424,7.73
GB1044A,55.861,-4.238
ES0010R,42.319,3.316
GB0882A,53.805,-3.007
ES0011R,38.473,-6.924
IT2099A,42.805,12.566
FR07022,46.653,3.601
ES2036A,40.546,0.425
ES0016R,42.635,-7.705
ES0014R,41.394,0.735
SE37657,55.634,13.079
IE003AP,53.39,-6.305
ES1386A,40.013,-0.057
BETN100,50.096,4.595
ES1685A,40.052,-0.19
ES1745A,27.898,-15.445
FR21050,48.645,-0.458
ES1691A,39.931,-0.603
ES0360A,42.781,-6.604
ES1877A,39.945,-0.056
NO0061A,59.159,9.636
SE0093A,56.672,12.863
DEBW087,48.346,9.208
LT00021,56.319,22.871
BETN121,49.877,5.202
SE0015A,55.87,12.83
LT00051,55.463,26.004
FR41024,42.236,9.19
BETN113,50.027,5.593
DERP017,49.27,7.826
NO0074A,61.113,10.465
FR24039,43.933,5.712
GB0840A,51.453,-0.944
ES1753A,42.34,-2.059
PT02019,39.924,-8.892
ES1763A,27.801,-15.461
FR38020,-21.01,55.273
ES1868A,42.876,-8.559
DEUB029,50.654,10.77
AT0ZOE2,47.839,14.441
GB0730A,53.373,-3.023
IT1996A,40.256,8.773
NO0080A,59.129,9.642
ES1543A,40.735,-0.169
ES1865A,28.5,-13.852
ES1911A,39.705,-0.337
ES0008R,43.439,-4.85
ES0006R,39.875,4.316
ES1997A,40.078,-6.147
ES1687A,40.062,0.073
FI00280,61.057,28.246
ES1827A,39.678,2.687
ES1866A,28.503,-13.854
ES1956A,28.645,-17.772
NO0104A,60.796,11.098
IE0110A,51.882,-8.457
BETN085,50.303,6.002
ES1864A,28.99,-13.517
NO0103A,60.791,10.697
DEUB004,47.913,7.908
PT05012,37.312,-7.679
NO0075A,61.121,10.466
IT2097A,44.15,10.926
ES0001R,39.547,-4.351
FI00838,61.509,23.676
ES1756A,28.377,-16.362
IE0141A,53.187,-6.122
ES1838A,40.593,-3.503
IT2009A,40.724,8.576
FI00833,64.679,24.464
GB0839A,55.946,-3.182
ES1649A,42.176,-1.744
ES1978A,28.498,-13.861
ES2004A,28.026,-15.415
ES0365A,42.704,-4.827
FI00606,61.056,28.184
ES1489A,42.875,-3.231
FR36021,44.569,5.279
DEBW031,47.81,7.765
ES1886A,39.427,-0.784
ES0012R,39.083,-1.101
IT2078A,38.87,16.669
ES1802A,40.91,-3.467
ES0013R,41.239,-5.898
ES1980A,28.686,-17.765
ES1742A,27.773,-15.542
IE0145A,53.704,-9.013
PT02020,40.233,-7.302
SE0003A,59.317,18.049
EE0016A,58.703,26.759
FI00893,60.53,27.675
ES1968A,38.351,-0.514
EE0009R,59.494,25.931
ES1764A,28.381,-16.372
FI00208,60.314,24.685
FI00349,59.779,21.374
ES0009R,41.274,-3.142
GB0742A,57.481,-4.241
IS0037A,64.105,-21.889
FI00761,60.251,24.063
EE0019A,59.41,27.279
FI00586,63.096,21.61
EE0011R,58.376,21.845
ES0886A,28.03,-15.416
ES1863A,28.977,-13.548
SE37658,63.821,20.289
IS0025A,64.375,-21.763
IS0002A,64.059,-21.991
GB0048R,55.792,-3.243
NO0056R,60.373,11.074
NO0002R,58.388,8.252
FR38017,-21.294,55.628
NO0039R,62.782,8.877
TR220341,40.851,26.635
TR450241,39.181,27.613
BA0046A,44.454,18.648
BA0039A,44.195,17.932
BA0037A,44.199,17.913
TR630141,37.16,38.787
TR130141,38.412,42.112
TR300141,37.574,43.739
RS0009A,44.076,22.1
BA0031A,44.541,18.673
TR040241,39.548,44.084
BG0026A,42.146,25.875
BA0050A,43.96,18.269
BA0045A,44.533,18.535
TR590141,40.976,27.513
BA0043A,43.83,18.311
ME0001A,43.355,19.358
TR460241,38.204,37.198
BG0080A,42.61,23.032
CZ0TOFF,49.839,18.264
NO0098A,59.279,11.122
TR660141,39.819,34.806
TR050341,40.837,35.652
TR460141,37.585,36.898
BETR721,51.089,3.716
BG0041A,42.056,25.593
FR05084,49.493,0.572
FR05056,49.474,0.526
NO0100A,58.256,8.359
PL0294A,49.672,19.234
NO0094A,69.656,30.422
RO0152A,44.681,23.374
TR670941,41.452,31.787
TR590231,40.977,27.503
TR700141,37.116,33.132
AT30302,48.05,16.675
AT60136,47.12,15.351
AT60177,47.565,14.245
AT0ILL1,47.77,16.766
AT9SCHA,48.235,16.302
BELLM05,51.215,5.258
BETN066,50.629,6.002
BG0018A,41.636,25.38
AT32501,48.409,15.619
BA0041A,43.662,18.978
CZ0KPRB,50.372,12.615
CZ0TRYC,49.872,18.377
AT10003,48.109,17.07
AT2F202,46.843,14.53
AT31701,48.37,15.546
AT60179,47.283,15.972
AT4S415,48.323,14.298
AT900ZA,48.249,16.357
BETR892,51.263,4.279
BA0001G,43.778,18.02
BA0042A,43.848,18.364
BG0056A,42.457,27.421
BG0069A,42.674,26.338
BG0055A,42.432,25.637
CZ0CCHU,49.068,13.615
EE0015A,59.457,24.699
AT30801,48.724,15.498
AT60180,47.409,15.253
AD0942A,42.51,1.539
AT2M121,46.558,13.705
AT30301,48.144,16.959
AT30502,48.879,15.047
AT2WO35,46.708,14.892
AT30401,48.335,16.729
AT9JAEG,48.27,16.297
AT900KE,48.157,16.476
AT31301,48.579,16.581
AT30202,48.106,15.919
AT30103,48.18,14.867
AT31502,47.67,15.86
AT31401,48.086,16.302
AT31901,48.329,16.062
AT32401,47.814,16.255
AT30601,48.302,16.314
AT31703,48.353,15.747
AT31904,48.276,15.935
AT4S173,48.279,14.366
AT4S406,48.165,14.036
AT60106,47.063,15.087
AT60119,47.21,14.825
AT60135,47.113,15.339
AT52000,47.683,13.1
AT60185,46.768,15.956
AT60142,47.376,15.075
AT60191,47.136,15.324
AT60151,46.871,15.496
AT9STEF,48.208,16.373
AT60156,47.348,15.882
AT72519,47.429,11.872
AT0VOR1,46.679,12.974
AT60190,46.652,15.368
HR0005A,45.321,14.484
AT0PIL1,48.721,15.942
BELWZ02,51.193,5.222
CZ0UKRU,50.697,13.848
BG0078A,42.141,24.788
BETR820,51.32,4.445
BETR893,51.281,4.386
BETR897,51.25,4.342
CZ0EPAO,50.042,15.739
CZ0LFRT,50.941,15.07
BETR002,50.825,4.385
CZ0ULTT,50.541,14.119
BA0029A,43.867,18.423
CZ0UULM,50.661,14.043
BETB001,50.846,4.368
BG0013A,43.223,27.587
BG0053R,41.694,24.738
BETWOL1,50.857,4.426
BG0045A,43.851,25.964
BG0058A,42.002,23.098
BG0057A,43.126,25.691
BG0070A,42.637,23.244
BG0040A,42.732,23.311
BG0038A,43.268,26.938
BG0079A,42.655,23.383
BG0071A,42.66,27.721
BG0081A,43.999,22.868
BG0019A,43.412,24.615
BG0044A,42.519,27.375
BA0047A,45.07,17.59
HR0007A,45.8,15.974
BG0052A,42.667,23.4
HR0023A,43.548,16.435
BG0073A,42.67,23.268
HR0010A,45.16,17.995
BG0083A,43.217,27.936
BG0043A,43.208,23.557
HR0003A,45.559,18.699
CY0004A,35.152,33.348
CZ0MJES,50.242,17.19
CZ0MPRR,49.452,17.454
CZ0PKUJ,49.722,13.619
CZ0TBKR,49.503,18.539
CZ0SROR,50.302,15.178
CZ0ULOM,50.586,13.673
CZ0UMED,50.428,13.13
CZ0USNZ,50.789,14.087
CZ0UTUS,50.377,13.328
FI00357,68.477,28.303
FI00080,61.238,28.874
CZ0TCTN,49.749,18.61
CZ0LLIL,50.755,15.07
CZ0ZTNV,49.259,17.411
CZ0TKAR,49.864,18.551
CZ0UDOK,50.459,14.17
CZ0PPLV,49.769,13.423
CZ0SKLS,50.167,14.106
EE0020A,59.431,24.761
FI00352,66.322,29.402
FI00356,67.967,24.112
FI00027,64.995,25.479
FI00184,61.315,22.137
FI00339,60.36,25.566
FI00179,61.332,22.143
FR23001,47.324,-2.082
FR23149,47.286,-2.032
FR23003,47.323,-2.04
FR31022,43.41,-0.672
FR35002,45.89,0.9
FR09017,45.695,-0.323
FR23238,47.194,-1.582
FR23069,47.361,-1.955
FR38011,-21.334,55.459
FR23068,47.247,-1.937
FR23070,47.283,-1.783
FR38018,-20.95,55.314
FR23239,47.186,-1.591
FR23004,47.317,-2.073
FR23153,47.332,-2.152
FR31020,43.411,-0.617
FR39003,14.604,-61.041
FR09301,46.824,-0.135
FR23178,47.319,-2.067
FR12016,43.106,0.719
FR31021,43.376,-0.537
FR38091,-20.929,55.333
FR41060,42.703,9.446
FR31026,43.838,-0.811
FR31023,43.434,-0.692
FR31024,43.377,-0.609
FR35019,45.876,0.824
FR38098,-21.277,55.403
FR38008,-20.885,55.454
FR05083,49.503,0.232
FR05085,49.512,0.539
FR38009,-20.911,55.619
FR41002,42.698,9.446
FR38016,-21.205,55.583
FR05087,49.498,0.759
FR05081,49.504,0.412
FR03030,43.454,5.467
FR02013,43.459,4.935
FR12015,43.094,0.745
FR05080,49.504,0.267
FR02011,43.438,4.945
FR05010,49.529,0.359
FR05069,49.488,0.452
FR25011,49.383,1.026
FR02012,43.506,4.983
FR02001,43.486,5.172
FR02009,43.394,4.801
FR36007,44.676,4.674
FR02028,43.387,5.027
FR20029,45.664,4.846
FR27003,45.454,4.767
FR33111,45.275,6.35
FR01059,49.337,6.082
FR22019,49.22,6.926
FR16067,47.802,7.123
FR10028,50.981,2.143
FR10034,51.024,2.302
FR10012,51.019,2.251
FR30019,48.173,6.453
FR01022,49.131,6.207
FR16052,47.811,7.106
FR01016,48.886,6.094
FR16017,48.919,8.158
FR01060,49.169,6.213
FR30023,48.633,6.305
FR22009,49.166,6.717
FR22011,49.158,6.732
FR30027,48.565,6.13
FR30028,48.051,7.011
FR82041,47.043,5.401
FR30018,48.025,6.586
FR82042,47.066,5.415
FR30032,48.695,6.965
FR82043,47.147,5.556
FR41001,41.925,8.736
FR02019,43.446,5.254
FR41059,41.926,8.738
FR14051,49.745,4.719
FR14022,48.962,4.36
FR16054,48.075,7.351
FR10017,51.033,2.332
FR05070,49.505,0.202
FR05037,49.504,0.176
FR05072,49.504,0.085
FR05078,49.498,0.143
FR02003,43.387,5.16
FR01012,49.11,6.223
FR02029,43.4,5.113
FR02008,43.402,4.982
FR02021,43.331,5.118
FR02043,43.416,5.222
FR02033,43.34,5.059
FR02007,43.361,5.058
FR02006,43.359,5.023
FR02004,43.417,5.043
FR04017,48.881,2.278
FR30037,48.657,6.136
FR04018,48.904,2.385
FR16034,48.59,7.745
FR23181,47.273,-2.223
FR12052,43.23,0.062
FR14031,48.302,4.077
DEBB066,51.898,14.057
DEBW004,49.077,8.407
DEBW029,48.848,10.096
DERP015,50.266,6.378
DEHE051,50.498,9.936
DEHE018,50.01,8.452
DESL001,49.264,6.687
DEHE045,49.673,9.002
DEHH016,53.529,10.082
DEHE060,51.155,9.032
DEHE042,50.533,8.684
DEMV007,54.162,12.174
DESN052,50.732,13.752
DEMV026,54.324,13.342
DENW021,51.526,6.977
DERP016,50.767,7.974
DEMV012,53.52,14.257
DEST011,51.839,10.79
DERP014,49.741,7.193
DENI051,51.758,10.612
DENW034,51.524,6.748
DENI058,53.715,7.214
DESL003,49.358,6.734
DENW081,51.862,6.875
DENW066,51.327,6.196
DERP013,49.423,7.294
DERP025,49.052,8.254
DEUB028,54.437,12.722
DESN045,50.892,14.823
DESN053,50.428,12.954
DESL006,49.184,6.745
DESN001,50.571,12.997
DESL017,49.254,6.868
DESL019,49.417,6.552
DERP021,50.425,7.481
DESL002,49.362,7.263
DESN024,50.355,12.469
DEST039,51.799,10.618
DESN074,50.659,13.465
DEST090,51.321,12.032
DETH061,50.792,11.661
DEST028,51.055,12.141
DEUB046,48.948,13.421
DEST089,52.593,11.172
DEHH079,53.545,9.945
DETH027,50.5,11.135
DEST015,51.651,12.303
DEHB001,53.077,8.816
DEBE066,52.485,13.53
DESN020,51.156,14.974
DETH042,51.333,10.867
DEHB012,53.125,8.735
DEUB001,54.925,8.308
DEHH081,53.529,9.982
DEHE005,50.102,8.543
DEHB004,53.181,8.625
DEHE001,49.872,8.665
DENW040,51.385,6.763
DEHE135,50.076,8.576
DEHE011,50.136,8.922
DETH009,50.878,12.075
DEHE020,50.567,8.501
DENW059,50.89,6.985
HU0032A,47.307,18.92
DERP001,49.515,8.402
IE0028A,53.354,-6.278
HU0033A,46.976,18.936
DERP007,50.017,8.217
HU0037A,47.105,17.557
DERP020,49.754,6.647
DESL010,49.244,6.949
GR0120A,37.901,23.879
IS0050A,66.055,-17.348
HU0028A,47.961,21.706
GR0002A,37.978,23.727
IS0041A,64.334,-21.836
HU0031A,47.557,18.421
IE001BP,51.911,-8.475
HU0038A,48.218,20.703
HU0040A,47.672,16.839
DENI020,52.441,10.816
HU0035A,47.692,16.575
IS0046A,64.044,-21.985
IE001CM,53.036,-7.289
GR0038A,38.051,23.538
HU0027A,48.107,20.79
IS0049A,66.079,-17.342
IS0048A,64.382,-21.84
IS0029A,65.04,-14.048
IS0030A,65.012,-14.13
GR0048A,38.246,21.736
GR0032A,38.0,23.733
HU0039A,47.79,18.746
IS0028A,65.03,-14.162
IE002CM,54.003,-6.393
HU0041A,47.508,19.028
HU0023A,47.513,21.624
HU0042A,47.542,19.146
HU0045A,47.492,19.088
IE004AP,53.342,-6.214
HU0026A,48.247,20.616
HU0029A,46.08,18.211
HU0030A,46.071,18.225
HU0034A,47.091,17.901
IE0090A,54.066,-6.883
IE0137A,52.503,-8.592
HU0036A,47.562,18.96
IS0052A,65.684,-18.088
IT0614A,37.156,15.191
IT0794A,38.183,15.302
IT2288A,38.232,15.248
IT2175A,42.302,12.413
IT2213A,40.711,14.702
IT1661A,44.155,9.919
IT1740A,41.067,15.723
IT1804A,41.484,14.047
IT0611A,37.182,15.129
IT0618A,37.218,15.22
IT2206A,37.022,14.345
IT1428A,40.321,9.322
IT0888A,41.731,13.004
IT0908A,46.47,10.372
IT1848A,45.59,11.038
IT1744A,40.687,16.547
IT2202A,40.288,15.891
IT2183A,43.569,10.333
IT2218A,40.99,14.424
IT2273A,40.487,15.528
IT1269A,39.07,9.017
IT1549A,44.519,8.874
LT00053,56.008,21.887
IT2268A,40.611,14.976
IT1547A,44.129,9.866
IT1741A,40.486,16.496
IT1676A,45.44,8.62
IT1800A,42.001,14.994
IT2007A,45.809,9.223
IT2093A,38.665,16.08
IT2133A,45.799,13.423
IT0856A,44.408,8.941
IT1838A,45.546,11.534
IT1193A,40.984,15.64
IT1999A,44.428,8.83
IT2204A,40.324,15.867
IT1548A,44.183,9.898
IS0027A,65.03,-14.242
IT1493A,40.864,14.341
LT00031,55.708,21.141
IT1509A,45.41,8.786
IT1449A,38.175,15.271
IT1608A,40.562,17.203
IT2072A,45.104,11.553
IT2173A,41.223,13.57
IT2252A,42.082,11.809
IT1802A,41.597,14.234
IT1890A,37.564,14.281
IT2132A,45.839,13.499
IT0837A,45.633,9.556
IT1586A,40.625,15.812
IT2264A,42.097,11.788
IT1887A,44.414,8.912
IT2280A,45.64,13.766
IT1475A,45.624,13.779
IT1751A,44.574,8.951
IT0709A,45.144,10.803
IT0689A,45.068,8.869
IT0884A,42.158,11.909
IT1888A,38.05,13.119
IT1874A,45.281,8.755
IT0815A,37.062,14.284
IT2205A,40.316,15.955
IT0792A,38.16,15.275
IT1880A,45.433,11.891
IT2251A,42.099,11.818
IT0778A,45.518,9.591
IT0775A,46.137,9.385
LV0003A,56.936,24.156
IT2207A,37.076,14.224
IT2224A,40.991,14.203
IT2006A,39.166,8.521
IT0885A,42.092,11.802
IT1427A,40.319,9.329
IT2130A,45.843,13.543
IT1026A,44.573,8.946
IT2254A,42.161,11.9
IT2226A,40.921,14.39
IT2250A,42.102,11.784
IT0906A,46.167,9.871
IT1895A,40.42,16.548
IT1361A,43.84,13.019
IT0839A,45.367,9.705
IT2212A,40.924,14.481
IT2210A,40.836,14.825
IT2211A,40.98,14.401
IT1835A,41.948,12.534
IT1192A,44.365,8.29
IT1674A,40.644,15.873
IT2203A,40.335,15.901
IT1287A,45.159,9.698
IT1742A,40.314,15.905
IT1889A,37.978,13.688
IT1546A,44.065,9.839
IT1806A,41.419,14.526
IT1166A,46.402,13.011
IT1897A,41.046,15.788
IT2286A,44.262,8.446
IT2094A,38.391,16.235
IT1375A,39.444,9.015
IT0267A,45.329,9.415
IT2152A,45.822,13.271
IT2049A,39.286,9.011
IT2170A,45.811,13.262
IT2021A,40.592,17.116
IT1704A,40.62,17.978
IT1273A,39.209,8.39
IT1278A,39.238,8.984
LT00043,55.28,23.958
IT1378A,39.899,8.598
IT1856A,42.364,13.383
IT2274A,37.292,13.532
IT1994A,39.547,8.794
IT2166A,42.346,14.138
IT1903A,44.894,8.198
IT2150A,40.403,18.125
IT2151A,40.489,18.047
IT2090A,39.652,16.547
IT2005A,40.928,9.492
IT2169A,45.842,13.302
MK0036A,42.136,21.715
MK0038A,41.03,21.337
IT1347A,40.815,8.36
IT1377A,39.909,8.595
IT1309A,40.928,9.502
IT1397A,39.227,8.996
IT2008A,39.885,8.605
IT2040A,39.233,9.188
IT2011A,39.842,9.216
IT2059A,40.553,8.325
IT2096A,46.499,11.342
IT1213A,45.047,12.062
IT1992A,39.311,8.541
IT2149A,40.743,17.416
IT1407A,40.237,9.032
IT1277A,40.575,9.694
IT1575A,39.177,8.43
IT1243A,40.71,8.551
IT1998A,39.224,8.432
IT2060A,40.809,8.275
IT1336A,45.445,10.964
IT0997A,45.696,9.662
IT0732A,45.836,8.804
IT0706A,45.483,9.328
IT1459A,45.583,8.834
NO0047R,69.455,30.041
IT2052A,37.529,15.081
IT2287A,38.131,13.346
PL0068A,53.081,18.684
IT2232A,45.548,9.167
IT1614A,40.412,17.284
IT1753A,41.558,14.663
IT0776A,45.849,9.396
NL00553,52.494,4.603
IT2214A,40.74,14.644
IT2277A,40.799,14.179
IT0469A,45.076,7.678
LT00023,56.31,22.331
IT2231A,45.659,12.216
PL0247A,52.501,17.774
IT0620A,37.102,15.266
LT00022,55.938,23.308
ME0009A,42.781,18.943
PL0045A,54.353,18.635
IT1440A,37.094,15.209
PL0182A,53.122,14.382
IT2269A,40.661,14.804
IT0448A,45.429,12.314
LT00004,54.673,25.249
MK0031A,41.978,21.47
MK0034A,41.914,22.416
NL00133,50.903,5.882
LT00052,54.092,24.29
LV0019A,56.951,24.116
LT00001,54.678,25.285
NL00484,51.889,4.312
NL00644,51.975,4.923
MK0030A,42.004,21.464
MK0035A,41.514,20.959
MK0041A,42.002,20.967
PT06005,32.65,-16.918
RO0108A,47.098,21.901
RO0066A,44.415,26.173
RO0160A,44.719,26.652
PL0077A,53.662,17.934
RO0202A,45.271,28.424
RO0128A,45.519,22.353
RO0140A,45.131,25.422
RO0151A,44.898,23.171
MK0037A,41.04,21.356
MK0044A,41.441,22.007
RO0065A,44.447,26.037
MK0040A,41.706,21.765
RO0154A,45.871,22.909
RO0180A,44.941,26.047
PL0687A,51.118,15.286
PL0126A,49.294,19.96
RO0208A,43.896,25.957
RO0216A,43.712,24.86
MK0045A,41.987,21.653
PL0697A,51.19,20.409
RS0028A,44.799,20.45
PL0312A,54.306,22.308
SI0001A,46.234,15.262
PL0237A,50.329,19.231
ES1090A,41.674,-0.864
ES0787A,37.19,-6.905
ES1253A,38.093,-3.784
ES0892A,37.2,-6.92
ES2026A,36.895,-2.047
ES1654A,37.994,-5.667
ES1835A,36.95,-1.961
ES1432A,43.179,-6.553
RO0122A,45.652,25.626
ES1095A,39.891,4.253
ES1517A,39.834,3.145
RO0145A,45.818,27.44
ES1954A,28.383,-16.571
ES1831A,38.935,1.432
RO0186A,46.113,24.229
ES1037A,43.368,-4.043
ES1768A,28.008,-16.656
RO0104A,46.564,26.911
RO0123A,45.154,26.819
RO0126A,44.202,27.328
ES1576A,43.404,-3.842
ES0373A,42.626,-6.521
SK0027A,48.733,18.756
ES1312A,41.104,1.201
SI0054A,46.139,15.035
PL0028A,50.912,15.312
ES1640A,37.342,-5.834
PL0700A,52.449,17.0
PL0520A,54.466,18.465
ES1247A,38.906,1.435
ES1769A,28.111,-16.472
ES2000A,28.458,-16.263
ES1038A,43.346,-4.064
ES1365A,38.703,-4.112
ES1163A,42.684,-2.918
ES1991A,41.724,-2.857
ES1853A,41.245,1.618
ES1930A,40.903,0.81
ES1435A,40.417,-0.249
RO0103A,45.286,25.08
RO0105A,46.556,26.927
RO0163A,47.751,23.605
RO0118A,45.638,25.631
RO0075A,46.765,23.55
RO0109A,47.032,21.95
RO0167A,46.541,24.56
ES1169A,36.209,-5.391
ES1259A,37.358,-6.678
ES1878A,37.016,-6.57
ES1433A,43.276,-5.596
ES0296A,39.747,3.015
ES1093A,39.79,3.074
ES2044A,28.099,-17.121
ES2080A,28.983,-13.514
ES0761A,42.716,-5.639
ES1297A,42.803,-5.624
ES1854A,41.008,0.831
ES1542A,40.555,0.373
PL0539A,52.116,21.237
PL0675A,53.86,23.001
PL0050A,54.432,18.58
PL0048A,54.561,18.493
PL0543A,51.775,19.451
PL0504A,50.433,16.654
PL0105A,51.291,19.518
PL0239A,50.111,18.516
PL0298A,54.194,16.173
RO0195A,45.913,21.152
RO0196A,45.737,21.251
PT02018,40.59,-8.671
RO0083A,47.157,27.575
SK0265A,48.916,20.874
RO0086A,47.206,27.578
RO0211A,47.216,27.769
RO0121A,45.718,25.624
RO0124A,45.392,27.045
RO0189A,47.669,26.282
PL0565A,50.429,21.277
PL0212A,51.8,16.317
PL0046A,54.368,18.701
PL0128A,52.286,20.455
RS0042A,44.06,22.101
PL0242A,50.316,18.772
SK0214A,48.735,19.155
ES1821A,36.74,-5.744
ES1971A,38.138,-4.904
PL0245A,52.42,16.877
PL0031A,52.226,18.269
PL0094A,52.143,19.233
PL0211A,52.172,15.207
PL0691A,50.552,22.983
PL0187A,50.733,16.648
PL0150A,53.216,23.642
PL0677A,50.299,21.441
PL0563A,50.823,20.534
PL0575A,52.438,15.122
PL0273A,49.971,19.83
PL0671A,49.484,20.029
ES1648A,36.234,-5.664
PL0014A,51.835,20.792
PL0686A,50.342,16.89
PL0622A,49.511,21.499
ES1989A,43.041,-5.09
ES1897A,36.728,-4.561
RO0127A,45.299,21.872
PL0241A,50.008,18.456
PL0321A,50.592,16.82
PL0054A,50.972,14.941
PL0317A,50.942,17.291
RO0169A,46.478,24.101
RO0173A,46.899,26.034
RO0178A,44.85,26.024
ES1773A,41.202,1.672
PT03082,38.739,-9.208
PL0568A,49.72,18.827
RO0183A,47.69,22.459
RO0217A,43.651,25.364
PL0649A,52.943,21.288
PL0673A,52.081,21.111
PL0526A,50.818,19.117
ES1982A,42.051,0.73
PL0121A,49.634,21.117
PL0468A,53.154,16.76
PL0544A,51.067,19.449
ES1995A,39.546,2.7
RO0076A,46.782,23.631
PL0222A,50.424,18.121
PL0443A,50.862,21.053
RO0129A,44.723,21.633
RO0138A,45.875,25.804
PL0698A,50.81,20.266
PL0580A,53.494,18.762
PL0064A,53.134,17.996
PL0684A,50.029,18.69
PL0682A,53.695,19.969
RO0168A,46.534,24.534
PL0236A,49.738,18.639
PL0184A,50.836,19.13
PL0681A,53.828,22.348
PL0234A,49.813,19.027
RO0095A,46.181,21.335
PL0573A,52.277,17.074
SK0407A,48.437,17.02
PL0581A,52.793,18.241
PT01048,41.371,-7.791
RO0078A,44.319,23.806
PL0049A,54.328,18.558
PL0047A,54.401,18.657
PL0209A,52.738,15.229
PT05008,37.092,-8.25
RO0080A,44.327,23.779
RO0206A,45.697,27.212
PL0072A,53.018,18.613
PL0582A,53.012,18.606
PL0529A,50.286,19.184
ES0094A,43.406,-7.989
ES0343A,43.684,-7.432
ES1967A,40.956,-4.111
PL0240A,50.1,18.99
ES2014A,42.062,-7.409
PL0104A,51.668,19.369
ES1778A,41.779,2.358
PT03094,38.524,-8.894
PT03101,38.896,-9.04
PT03063,38.619,-9.081
RO0101A,44.98,24.762
RO0093A,45.966,23.56
ES1441A,40.637,-0.091
PT07001,38.605,-28.631
RO0144A,45.412,28.006
PL0688A,53.042,18.595
RO0137A,44.247,28.266
ES1689A,40.054,-0.468
PT04002,38.077,-8.799
RO0165A,47.704,23.628
RO0177A,44.984,26.017
PL0205A,52.658,19.059
PT04004,38.02,-8.698
ES0624A,36.848,-2.038
RO0199A,45.694,21.893
RO0162A,47.652,23.57
RO0068A,44.39,26.137
RO0077A,47.149,23.877
PT03095,38.659,-9.067
ES1307A,43.175,-8.19
RO0098A,44.87,24.855
RO0153A,46.327,25.811
PT04003,37.871,-8.724
RO0094A,46.109,23.226
RO0215A,43.746,24.87
RO0200A,45.18,28.787
RS0033A,43.323,21.919
RO0150A,45.051,23.275
RO0096A,46.191,21.302
RO0161A,47.652,23.555
RS0044A,43.902,22.273
ES2067A,37.005,-1.934
ES1598A,43.213,-3.134
RO0073A,46.778,23.616
RO0190A,47.953,26.068
RO0204A,45.039,24.299
RO0191A,43.98,25.312
RO0092A,46.064,23.563
RO0071A,44.349,26.033
ES1781A,36.689,-6.117
RO0114A,45.263,27.97
RO0213A,44.197,27.391
RO0170A,46.334,24.308
SK0007R,47.96,17.861
RO0110A,47.044,22.332
RO0082A,44.342,23.72
RO0175A,44.94,25.997
RO0069A,44.416,26.043
RO0085A,47.158,27.613
RO0187A,46.159,24.338
RO0209A,43.875,25.932
ES0901A,43.245,-8.319
ES1035A,43.186,-8.47
RO0115A,45.271,27.889
RO0130A,45.363,22.243
RO0155A,45.896,22.899
RO0164A,47.671,23.614
RO0166A,44.627,22.678
ES1860A,37.555,-6.036
RO0179A,44.923,26.036
RO0182A,47.799,22.877
RO0188A,47.649,26.249
RO0193A,45.728,21.205
RO0100A,44.84,25.007
RO0106A,46.257,26.793
RO0111A,47.127,24.496
RO0205A,46.632,27.731
RO0097A,46.167,20.737
RO0117A,45.168,27.923
ES1892A,41.444,2.238
SI0003A,46.065,14.513
ES2005A,42.954,-9.186
RO0139A,44.916,25.472
RO0181A,47.195,23.047
RO0198A,45.258,21.267
RO0157A,45.735,22.992
RO0158A,45.373,23.278
RO0172A,46.949,26.918
RO0125A,44.205,27.315
RO0087A,47.136,27.693
RO0192A,43.758,24.902
RO0112A,47.74,26.659
ES1712A,43.299,-2.987
